300	2.63	0.387
306	2.6004760181	0.3855442655
312	2.5834953732	0.3837327084
318	2.5691467624	0.3816034742
324	2.5570055422	0.3792222726
330	2.5467554656	0.3766283453
336	2.5381178103	0.3738639423
342	2.5308627852	0.3709732798
348	2.5248181259	0.3679755687
354	2.5198607889	0.3648854172
360	2.5158674487	0.361733366
366	2.5127382188	0.3585301195
372	2.5103961947	0.3552829203
378	2.508793989	0.3520051722
384	2.5078853739	0.3487023921
390	2.5076294534	0.3453840495
396	2.5080034791	0.3420463349
402	2.5089951822	0.3386933995
408	2.5106278907	0.3353231341
414	2.5128928727	0.3319427747
420	2.515822501	0.3285499137
426	2.5194596261	0.3251220366
432	2.5238986751	0.3216765773
438	2.529211523	0.3181807587
444	2.5355566936	0.3146347455
450	2.5431630677	0.3109981335
456	2.5524020749	0.3072182697
462	2.563906076	0.3030825859
468	2.5786132259	0.2979649174
474	2.5975970216	0.2901890134
480	2.6210433502	0.2765142555
486	2.6464476051	0.2530500207
492	2.6682111164	0.2177108912
498	2.679573635	0.1725592412
504	2.6759130249	0.1239526811
510	2.6577626327	0.0798383605
516	2.6299693018	0.0457468847
522	2.5987165284	0.0232048309
528	2.5689459789	0.0104440352
534	2.5431426653	0.0041922445
540	2.5216424944	0.001500164
546	2.5037904863	0.0004791798
552	2.4887495421	0.0001385945
558	2.4757723934	3.680399579061e-05
564	2.4643342271	8.848962633508e-06
570	2.4540781957	1.949664202481e-06
576	2.4447750135	3.972229183635e-07
582	2.436272037	7.666578736309e-08
588	2.4284301654	1.371051285908e-08
594	2.421161798	2.262751394372e-09
600	2.4143926163	3.516368336937e-10
606	2.4080716096	5.368593456187e-11
612	2.4021378035	7.657720178023e-12
618	2.3965583156	1.028595439756e-12
624	2.3912902785	1.301877664644e-13
630	2.3863181136	1.63897796031e-14
636	2.3816022589	1.76999811865e-15
642	2.3771296864	1.882820496739e-17
648	2.3728688539	1.519599510745e-17
654	2.3688195559	1.64e-17
660	2.364956856	6.631749629334e-18
666	2.3612665276	2.003589132208e-24
672	2.3577381803	-1.4141902927e-17
678	2.3543681607	2.515192257724e-22
684	2.351133649	3.619534864125e-19
690	2.3480388724	-1.6e-17
696	2.3450650509	4.243741805852e-22
702	2.3422030641	-3.075580283353e-17
708	2.3394586633	1.623506520854e-21
714	2.3368199306	8.268747243773e-18
720	2.3342769661	1.151069595527e-17
726	2.3318294501	1.00077650744e-18
732	2.3294623869	-1.244032692518e-17
738	2.3271915082	-6.566087966258e-18
744	2.3249930887	5.284034742996e-18
750	2.3228751904	-5.043304945452e-19
756	2.3208278297	2.022314319854e-21
762	2.3188444258	1.924060204056e-24
768	2.3169305285	-6.62676105442e-18
774	2.3150872798	-1.798704497719e-21
780	2.3132948213	-5.9553844764e-21
786	2.3115652058	3.483482302198e-18
792	2.3098863258	-8.309378730263e-18
798	2.3082618205	9.636865843665e-18
804	2.3066889904	5.694380365704e-20
810	2.3051582046	-2.783816303389e-22
816	2.3036827097	-1.868917481601e-24
822	2.3022469262	6.72125452185e-18
828	2.3008576637	2.569556199962e-17
834	2.2995081904	7.75555499507e-20
840	2.2981918509	-1.444792835971e-17
846	2.29692091	8.282782759535e-18
852	2.2956853855	-3.838120371956e-19
858	2.2944852979	-1.266617107787e-17
864	2.2933206603	-5.616340070698e-19
870	2.2921914996	-4.131188720518e-18
876	2.2910878516	-5.194442690247e-19
882	2.2900167429	-2.02055107391e-17
888	2.2889762595	1.267759441851e-17
894	2.2879713397	-1.747787631832e-18
900	2.286985286	-9.473373158859e-18

