250	0.04
252	0.03
254	0.03
256	0.03
258	0.04
260	0.04
262	0.03
264	0.03
266	0.03
268	0.02
270	0.02
272	0.01
274	0.01
276	0.01
278	0.02
280	0.03
282	0.03
284	0.02
286	0.01
288	0.01
290	0.01
292	0.01
294	0.02
296	0.02
298	0.02
300	0
302	-0.01
304	-0.01
306	0.01
308	0.01
310	0.01
312	0.01
314	0.02
316	0.02
318	0.03
320	0.02
322	0.01
324	0.01
326	0.02
328	0.02
330	0.02
332	0.01
334	0.01
336	0.01
338	0.01
340	0.01
342	0.01
344	0.01
346	0.03
348	0.03
350	0.04
352	0.02
354	0.03
356	0.02
358	0.03
360	0.03
362	0.04
364	0.03
366	0.06
368	0.11
370	0.25
372	0.54
374	1.09
376	2.07
378	3.66
380	6.03
382	9.23
384	13.18
386	17.75
388	22.72
390	27.7
392	32.46
394	36.86
396	40.9
398	44.6
400	48.15
402	51.62
404	55.09
406	58.29
408	61.17
410	63.64
412	65.55
414	67.1
416	68.12
418	68.71
420	68.87
422	68.8
424	68.57
426	68.16
428	67.84
430	67.78
432	67.97
434	68.33
436	68.82
438	69.52
440	70.47
442	71.58
444	72.86
446	74.09
448	75.31
450	76.47
452	77.67
454	78.79
456	79.68
458	80.22
460	80.61
462	80.81
464	80.84
466	80.57
468	80.11
470	79.54
472	78.91
474	78.22
476	77.5
478	76.78
480	76.19
482	75.59
484	75.02
486	74.56
488	74.31
490	74.17
492	74.14
494	74.2
496	74.35
498	74.65
500	75
502	75.5
504	76.08
506	76.79
508	77.48
510	78.21
512	78.96
514	79.87
516	80.62
518	81.42
520	82.2
522	82.97
524	83.65
526	84.11
528	84.66
530	85.17
532	85.67
534	85.96
536	86.01
538	85.95
540	85.83
542	85.62
544	85.27
546	84.8
548	84.31
550	83.89
552	83.38
554	82.89
556	82.26
558	81.65
560	81.09
562	80.53
564	80.06
566	79.5
568	79.02
570	78.56
572	78.09
574	77.7
576	77.26
578	77.04
580	76.82
582	76.68
584	76.56
586	76.5
588	76.53
590	76.57
592	76.63
594	76.78
596	76.92
598	77.21
600	77.44
602	77.82
604	78.07
606	78.49
608	78.92
610	79.41
612	79.92
614	80.33
616	80.84
618	81.3
620	81.87
622	82.37
624	82.91
626	83.38
628	83.91
630	84.37
632	84.86
634	85.28
636	85.7
638	86.03
640	86.35
642	86.65
644	86.9
646	87.09
648	87.21
650	87.39
652	87.49
654	87.53
656	87.52
658	87.5
660	87.45
662	87.33
664	87.11
666	86.87
668	86.55
670	86.19
672	85.95
674	85.74
676	85.46
678	85.22
680	84.76
682	84.51
684	84
686	83.61
688	83.29
690	82.98
692	82.65
694	82.2
696	81.76
698	81.45
700	81.07
702	80.66
704	80.23
706	79.85
708	79.6
710	79.29
712	78.98
714	78.59
716	78.27
718	78.05
720	77.97
722	77.85
724	77.6
726	77.36
728	77.17
730	77.15
732	77.04
734	77.04
736	76.81
738	76.75
740	76.64
742	76.73
744	76.63
746	76.65
748	76.7
750	76.74
752	76.73
754	76.69
756	76.94
758	77.19
760	77.35
762	77.36
764	77.69
766	77.82
768	78.15
770	78.32
772	78.76
774	79.05
776	79.3
778	79.61
780	79.78
782	79.98
784	80.03
786	80.41
788	80.47
790	80.62
792	80.62
794	80.95
796	81.44
798	82.03
800	82.3
802	82.54
804	82.7
806	83.15
808	83.48
810	83.66
812	83.76
814	83.91
816	84.07
818	84.43
820	84.88
822	85.2
824	85.12
826	85.2
828	85.35
830	85.64
832	85.65
834	85.82
836	86.06
838	86.18
840	86.58
842	86.88
844	87.07
846	87.23
848	87.41
850	87.56
852	87.59
854	87.62
856	87.64
858	87.62
860	87.54
862	87.52
864	87.47
866	87.38
868	87.3
870	87.2
872	87.12
874	87.01
876	86.89
878	86.79
880	86.68
882	86.55
884	86.4
886	86.27
888	86.13
890	85.94
892	85.78
894	85.62
896	85.43
898	85.2
900	85.01
902	84.8
904	84.6
906	84.41
908	84.23
910	84.02
912	83.8
914	83.6
916	83.4
918	83.18
920	82.96
922	82.74
924	82.5
926	82.28
928	82.05
930	81.84
932	81.6
934	81.39
936	81.18
938	80.99
940	80.77
942	80.57
944	80.37
946	80.18
948	79.98
950	79.79
952	79.61
954	79.43
956	79.24
958	79.07
960	78.9
962	78.75
964	78.58
966	78.45
968	78.3
970	78.16
972	78.02
974	77.91
976	77.79
978	77.68
980	77.57
982	77.48
984	77.37
986	77.29
988	77.21
990	77.12
992	77.04
994	76.98
996	76.9
998	76.83
1000	76.75
1002	76.69
1004	76.64
1006	76.59
1008	76.56
1010	76.52
1012	76.48
1014	76.47
1016	76.47
1018	76.47
1020	76.45
1022	76.44
1024	76.45
1026	76.45
1028	76.46
1030	76.49
1032	76.51
1034	76.52
1036	76.56
1038	76.6
1040	76.64
1042	76.67
1044	76.72
1046	76.78
1048	76.84
1050	76.9
1052	76.96
1054	77.03
1056	77.11
1058	77.18
1060	77.26
1062	77.35
1064	77.43
1066	77.52
1068	77.6
1070	77.7
1072	77.79
1074	77.89
1076	78.02
1078	78.12
1080	78.22
1082	78.34
1084	78.45
1086	78.58
1088	78.71
1090	78.83
1092	78.96
1094	79.1
1096	79.25
1098	79.39
1100	79.53
1102	79.66
1104	79.81
1106	79.93
1108	80.08
1110	80.22
1112	80.35
1114	80.48
1116	80.62
1118	80.75
1120	80.89
1122	81.02
1124	81.16
1126	81.29
1128	81.42
1130	81.55
1132	81.68
1134	81.81
1136	81.94
1138	82.09
1140	82.24
1142	82.38
1144	82.53
1146	82.67
1148	82.81
1150	82.96
1152	83.11
1154	83.24
1156	83.38
1158	83.52
1160	83.65
1162	83.78
1164	83.92
1166	84.04
1168	84.17
1170	84.28
1172	84.41
1174	84.52
1176	84.63
1178	84.74
1180	84.83
1182	84.94
1184	85.05
1186	85.15
1188	85.26
1190	85.35
1192	85.45
1194	85.55
1196	85.64
1198	85.73
1200	85.82
1202	85.91
1204	85.99
1206	86.07
1208	86.15
1210	86.23
1212	86.3
1214	86.37
1216	86.43
1218	86.48
1220	86.53
1222	86.61
1224	86.66
1226	86.71
1228	86.75
1230	86.81
1232	86.85
1234	86.9
1236	86.94
1238	86.97
1240	87
1242	87.02
1244	87.06
1246	87.09
1248	87.12
1250	87.13
1252	87.14
1254	87.17
1256	87.19
